"","ensembl_gene_id","entrezgene_id","hgnc_symbol","gene_biotype","chromosome_name","start_position","end_position"
"22215","ENSG00000033627",535,"ATP6V0A1","protein_coding","17",42458844,42522582
"22216","ENSG00000149313",60496,"AASDHPPT","protein_coding","11",106075501,106098699
"22217","ENSG00000205531",4676,"NAP1L4","protein_coding","11",2944431,2992377
"22218","ENSG00000116329",4985,"OPRD1","protein_coding","1",28812170,28871267
"22219","ENSG00000089163",23409,"SIRT4","protein_coding","12",120302316,120313249
"22220","ENSG00000154451",115362,"GBP5","protein_coding","1",89256189,89272860
"22221","ENSG00000170890",5319,"PLA2G1B","protein_coding","12",120322115,120327779
"22222","ENSG00000138085",51374,"ATRAID","protein_coding","2",27212041,27217178
"22223","ENSG00000129991",7137,"TNNI3","protein_coding","19",55151767,55157773
"22224","ENSG00000135097",4440,"MSI1","protein_coding","12",120341330,120369164
"22225","ENSG00000162595",9077,"DIRAS3","protein_coding","1",68045886,68051717
"22226","ENSG00000011007",6924,"ELOA","protein_coding","1",23743448,23762059
"22227","ENSG00000117305",3155,"HMGCL","protein_coding","1",23801885,23838620
"22228","ENSG00000155755",65062,"TMEM237","protein_coding","2",201620184,201643570
"22229","ENSG00000111786",8683,"SRSF9","protein_coding","12",120461672,120495946
"22230","ENSG00000267110",NA,"","protein_coding","19",55154757,55160671
"22231","ENSG00000167646",352909,"DNAAF3","protein_coding","19",55158661,55166722
"22232","ENSG00000179163",2517,"FUCA1","protein_coding","1",23845077,23868290
"22233","ENSG00000121764",3061,"HCRTR1","protein_coding","1",31617686,31632518
"22234","ENSG00000111432",11211,"FZD10","protein_coding","12",130162459,130165740
"22235","ENSG00000084636",1307,"COL16A1","protein_coding","1",31652263,31704319
"22236","ENSG00000198056",5557,"PRIM1","protein_coding","12",56730438,56752374
"22237","ENSG00000177917",151188,"ARL6IP6","protein_coding","2",152717647,152762396
"22238","ENSG00000129990",6861,"SYT5","protein_coding","19",55171196,55180289
"22239","ENSG00000139154",121536,"AEBP2","protein_coding","12",19404045,19720801
"22240","ENSG00000154146",4900,"NRGN","protein_coding","11",124739942,124747210
"22241","ENSG00000019102",23584,"VSIG2","protein_coding","11",124747474,124752255
"22242","ENSG00000175093",92369,"SPSB4","protein_coding","3",141051347,141148611
"22243","ENSG00000080031",5794,"PTPRH","protein_coding","19",55181247,55209506
"22244","ENSG00000149564",90952,"ESAM","protein_coding","11",124752583,124762290
"22245","ENSG00000135940",1329,"COX5B","protein_coding","2",97646062,97648383
"22246","ENSG00000121542",26984,"SEC22A","protein_coding","3",123201927,123274136
"22247","ENSG00000115073",10120,"ACTR1B","protein_coding","2",97655939,97664044
"22248","ENSG00000120458",79684,"MSANTD2","protein_coding","11",124766498,124800706
"22249","ENSG00000052126",54477,"PLEKHA5","protein_coding","12",19129669,19376400
"22250","ENSG00000173175",111,"ADCY5","protein_coding","3",123282296,123449090
"22251","ENSG00000228486",728537,"C2orf92","protein_coding","2",97664217,97703066
"22252","ENSG00000180089",255043,"TMEM86B","protein_coding","19",55226638,55228784
"22253","ENSG00000154134",64221,"ROBO3","protein_coding","11",124865432,124881471
"22254","ENSG00000118046",6794,"STK11","protein_coding","19",1177558,1228431
"22255","ENSG00000283683",110806290,"MYOCOS","protein_coding","1",171600621,171638799
"22256","ENSG00000143149",223,"ALDH9A1","protein_coding","1",165662216,165698562
"22257","ENSG00000104953",79816,"TLE6","protein_coding","19",2977538,2995179
"22258","ENSG00000196912",57730,"ANKRD36B","protein_coding","2",97492663,97589877
"22259","ENSG00000177535",127623,"OR2B11","protein_coding","1",247449118,247458105
"22260","ENSG00000188340",81442,"OR6N2","protein_coding","1",158774222,158781204
"22261","ENSG00000203852",333932,"H3C15","protein_coding","1",149852608,149853125
"22262","ENSG00000203814",440689,"H2BC18","protein_coding","1",149782689,149812373
"22263","ENSG00000270276",554313,"H4C15","protein_coding","1",149854045,149861159
"22264","ENSG00000288859",723790,"H2AC19","protein_coding","1",149851061,149851594
"22265","ENSG00000143164",55827,"DCAF6","protein_coding","1",167935783,168075843
"22266","ENSG00000179796",116135,"LRRC3B","protein_coding","3",26622772,26717537
"22267","ENSG00000065717",7089,"TLE2","protein_coding","19",2997639,3047635
"22268","ENSG00000134533",85004,"RERG","protein_coding","12",15107783,15348675
"22269","ENSG00000176040",344805,"TMPRSS7","protein_coding","3",112034736,112081269
"22270","ENSG00000139289",22822,"PHLDA1","protein_coding","12",76025447,76031776
"22271","ENSG00000177981",140461,"ASB8","protein_coding","12",48147789,48181213
"22272","ENSG00000169554",9839,"ZEB2","protein_coding","2",144364364,144521057
"22273","ENSG00000154133",54538,"ROBO4","protein_coding","11",124883691,124898500
"22274","ENSG00000090539",8646,"CHRD","protein_coding","3",184380054,184390736
"22275","ENSG00000177875",387856,"CCDC184","protein_coding","12",48183644,48185926
"22276","ENSG00000167528",121274,"ZNF641","protein_coding","12",48337180,48351414
"22277","ENSG00000149548",80071,"CCDC15","protein_coding","11",124954121,125041489
"22278","ENSG00000288825",8337,"H2AC18","protein_coding","1",149842218,149842750
"22279","ENSG00000161091",126321,"MFSD12","protein_coding","19",3538261,3574290
"22280","ENSG00000184678",8349,"H2BC21","protein_coding","1",149884459,149886682
"22281","ENSG00000270882",8370,"H4C14","protein_coding","1",149832657,149839767
"22282","ENSG00000165478",220296,"HEPACAM","protein_coding","11",124919205,124936412
"22283","ENSG00000122435",54482,"TRMT13","protein_coding","1",100133150,100150496
"22284","ENSG00000135424",3679,"ITGA7","protein_coding","12",55684568,55716404
"22285","ENSG00000203811",126961,"H3C14","protein_coding","1",149840687,149841208
"22286","ENSG00000175143",26696,"OR2T1","protein_coding","1",248403048,248408020
"22287","ENSG00000120341",111240474,"SEC16B","protein_coding","1",177923956,177984303
"22288","ENSG00000120341",89866,"SEC16B","protein_coding","1",177923956,177984303
"22289","ENSG00000166181",8539,"API5","protein_coding","11",43311963,43344529
"22290","ENSG00000174837",2015,"ADGRE1","protein_coding","19",6887566,6940459
"22291","ENSG00000142224",29949,"IL19","protein_coding","1",206770764,206842981
"22292","ENSG00000187180",353140,"LCE2C","protein_coding","1",152675279,152676569
"22293","ENSG00000196242",148824,"OR2C3","protein_coding","1",247524677,247536440
"22294","ENSG00000196242",81472,"OR2C3","protein_coding","1",247524677,247536440
"22295","ENSG00000182568",6304,"SATB1","protein_coding","3",18345377,18445621
"22296","ENSG00000187144",374955,"SPATA21","protein_coding","1",16387117,16437424
"22297","ENSG00000006042",26022,"TMEM98","protein_coding","17",32927910,32945106
"22298","ENSG00000052841",55761,"TTC17","protein_coding","11",43358920,43494933
"22299","ENSG00000117114",23266,"ADGRL2","protein_coding","1",81306147,81993932
"22300","ENSG00000196589",729458,"MBD3L2B","protein_coding","19",7018969,7021431
"22301","ENSG00000174501",400986,"ANKRD36C","protein_coding","2",95836919,95991831
"22302","ENSG00000099783",4670,"HNRNPM","protein_coding","19",8444767,8489114
"22303","ENSG00000141316",124912,"SPACA3","protein_coding","17",32970376,32997877
"22304","ENSG00000163848",7707,"ZNF148","protein_coding","3",125225669,125375325
"22305","ENSG00000181109",81248,"OR52P1","protein_coding","11",5726502,5727464
"22306","ENSG00000176148",55346,"TCP11L1","protein_coding","11",33039417,33105943
"22307","ENSG00000172640",121275,"OR10AD1","protein_coding","12",48202339,48203292
"22308","ENSG00000186868",4137,"MAPT","protein_coding","17",45894527,46028334
"22309","ENSG00000187166",341567,"H1-7","protein_coding","12",48328980,48330279
"22310","ENSG00000060709",23504,"RIMBP2","protein_coding","12",130396133,130768228
"22311","ENSG00000153086",130013,"ACMSD","protein_coding","2",134838616,134902034
"22312","ENSG00000176102",1479,"CSTF3","protein_coding","11",33077188,33162371
"22313","ENSG00000176601",80122,"MAP3K19","protein_coding","2",134964485,135047468
"22314","ENSG00000168811",3592,"IL12A","protein_coding","3",159988835,159996019
"22315","ENSG00000110422",10114,"HIPK3","protein_coding","11",33256672,33357023
"22316","ENSG00000130173",55908,"ANGPTL8","protein_coding","19",11237502,11241943
"22317","ENSG00000160117",126549,"ANKLE1","protein_coding","19",17281645,17287646
"22318","ENSG00000173950",152002,"XXYLT1","protein_coding","3",195068284,195271159
"22319","ENSG00000059804",6515,"SLC2A3","protein_coding","12",7919230,8019007
"22320","ENSG00000114331",23527,"ACAP2","protein_coding","3",195274745,195443044
"22321","ENSG00000127220",79575,"ABHD8","protein_coding","19",17292131,17310236
"22322","ENSG00000115839",22930,"RAB3GAP1","protein_coding","2",135052289,135176667
"22323","ENSG00000196498",9612,"NCOR2","protein_coding","12",124324415,124567612
"22324","ENSG00000110427",25758,"KIAA1549L","protein_coding","11",33376108,33674102
"22325","ENSG00000130312",64981,"MRPL34","protein_coding","19",17292609,17306843
"22326","ENSG00000130311",79016,"DDA1","protein_coding","19",17309518,17323298
"22327","ENSG00000135363",4005,"LMO2","protein_coding","11",33858576,33892076
"22328","ENSG00000184203",5504,"PPP1R2","protein_coding","3",195514428,195543386
"22329","ENSG00000074855",57719,"ANO8","protein_coding","19",17323223,17334855
"22330","ENSG00000179270",388939,"PCARE","protein_coding","2",29060976,29074523
"22331","ENSG00000144152",129804,"FBLN7","protein_coding","2",112138385,112188218
"22332","ENSG00000135387",4076,"CAPRIN1","protein_coding","11",34051731,34102610
"22333","ENSG00000176749",8851,"CDK5R1","protein_coding","17",32486993,32491253
"22334","ENSG00000176658",4642,"MYO1D","protein_coding","17",32492522,32877177
"22335","ENSG00000189058",347,"APOD","protein_coding","3",195568705,195584033
"22336","ENSG00000130299",84705,"GTPBP3","protein_coding","19",17334920,17342731
"22337","ENSG00000144161",84524,"ZC3H8","protein_coding","2",112211529,112255136
"22338","ENSG00000136546",6332,"SCN7A","protein_coding","2",166403573,166611482
"22339","ENSG00000113966",84100,"ARL6","protein_coding","3",97764521,97801229
"22340","ENSG00000183671",2825,"CMKLR2","protein_coding","2",206175316,206218047
"22341","ENSG00000144771",57408,"LRTM1","protein_coding","3",54918231,54967088
"22342","ENSG00000139620",54934,"KANSL2","protein_coding","12",48653211,48682238
"22343","ENSG00000157388",776,"CACNA1D","protein_coding","3",53328963,53813733
"22344","ENSG00000138356",316,"AOX1","protein_coding","2",200586014,200677064
"22345","ENSG00000135372",55226,"NAT10","protein_coding","11",34105617,34147670
"22346","ENSG00000266714",80022,"MYO15B","protein_coding","17",75587800,75626849
"22347","ENSG00000129315",904,"CCNT1","protein_coding","12",48688458,48716998
"22348","ENSG00000130300",83483,"PLVAP","protein_coding","19",17351450,17377342
"22349","ENSG00000269720",110806280,"CCDC194","protein_coding","19",17387196,17394196
"22350","ENSG00000141971",93343,"MVB12A","protein_coding","19",17405722,17433724
"22351","ENSG00000184908",1188,"CLCNKB","protein_coding","1",16040252,16057311
"22352","ENSG00000185046",56899,"ANKS1B","protein_coding","12",98726457,99984936
"22353","ENSG00000082153",9689,"BZW1","protein_coding","2",200810594,200827338
"22354","ENSG00000130304",376497,"SLC27A1","protein_coding","19",17468769,17506168
"22355","ENSG00000181214",26492,"OR8G2P","protein_coding","11",124224732,124225666
"22356","ENSG00000196535",399687,"MYO18A","protein_coding","17",29071122,29180398
"22357","ENSG00000158816",127731,"VWA5B1","protein_coding","1",20290875,20359518
"22358","ENSG00000181666",284459,"ZNF875","protein_coding","19",37312837,37369365
"22359","ENSG00000244057",353144,"LCE3C","protein_coding","1",152600234,152601086
"22360","ENSG00000115295",79745,"CLIP4","protein_coding","2",29097705,29199777
"22361","ENSG00000117013",9132,"KCNQ4","protein_coding","1",40783787,40840452
"22362","ENSG00000259571",414899,"BLID","protein_coding","11",122115340,122116215
"22363","ENSG00000179862",163732,"CITED4","protein_coding","1",40861054,40862363
"22364","ENSG00000180479",51276,"ZNF571","protein_coding","19",37554782,37594792
"22365","ENSG00000110076",9379,"NRXN2","protein_coding","11",64606174,64723197
"22366","ENSG00000171790",200172,"SLFNL1","protein_coding","1",41015589,41023237
"22367","ENSG00000081277",5317,"PKP1","protein_coding","1",201283452,201332993
"22368","ENSG00000099338",57828,"CATSPERG","protein_coding","19",38335775,38370943
"22369","ENSG00000159166",3898,"LAD1","protein_coding","1",201380833,201399915
"22370","ENSG00000135517",4284,"MIP","protein_coding","12",56449502,56469166
"22371","ENSG00000285528",NA,"","protein_coding","12",56449700,56488170
"22372","ENSG00000120094",3211,"HOXB1","protein_coding","17",48528526,48531011
"22373","ENSG00000176422",283377,"SPRYD4","protein_coding","12",56468578,56479708
"22374","ENSG00000173917",3212,"HOXB2","protein_coding","17",48540894,48545109
"22375","ENSG00000135423",27165,"GLS2","protein_coding","12",56470944,56488414
"22376","ENSG00000120093",3213,"HOXB3","protein_coding","17",48548870,48604912
"22377","ENSG00000174307",23612,"PHLDA3","protein_coding","1",201464278,201469237
"22378","ENSG00000159176",1465,"CSRP1","protein_coding","1",201483530,201509456
"22379","ENSG00000171777",115727,"RASGRP4","protein_coding","19",38409051,38426305
"22380","ENSG00000284969",NA,"","protein_coding","11",33698261,33722467
"22381","ENSG00000182742",3214,"HOXB4","protein_coding","17",48575507,48578350
"22382","ENSG00000120075",3215,"HOXB5","protein_coding","17",48591257,48593779
"22383","ENSG00000108511",3216,"HOXB6","protein_coding","17",48595751,48604992
"22384","ENSG00000260027",3217,"HOXB7","protein_coding","17",48607232,48633572
"22385","ENSG00000120068",3218,"HOXB8","protein_coding","17",48611377,48615292
"22386","ENSG00000170689",3219,"HOXB9","protein_coding","17",48621156,48626358
"22387","ENSG00000198700",55705,"IPO9","protein_coding","1",201829149,201884291
"22388","ENSG00000170425",136,"ADORA2B","protein_coding","17",15945130,15975746
"22389","ENSG00000214941",125150,"ZSWIM7","protein_coding","17",15976560,15999717
"22390","ENSG00000163464",3577,"CXCR1","protein_coding","2",218162841,218166962
"22391","ENSG00000163466",10109,"ARPC2","protein_coding","2",218217141,218254356
"22392","ENSG00000198892",149345,"SHISA4","protein_coding","1",201888680,201892587
"22393","ENSG00000076067",5939,"RBMS2","protein_coding","12",56521820,56596193
"22394","ENSG00000134369",89796,"NAV1","protein_coding","1",201539127,201826969
"22395","ENSG00000011295",54902,"TTC19","protein_coding","17",15999784,16045015
"22396","ENSG00000179921",151306,"GPBAR1","protein_coding","2",218259496,218263861
"22397","ENSG00000152936",160492,"LMNTD1","protein_coding","12",25409307,25648579
"22398","ENSG00000127837",14,"AAMP","protein_coding","2",218264129,218270178
"22399","ENSG00000141027",9611,"NCOR1","protein_coding","17",16029065,16218185
"22400","ENSG00000111305",83445,"GSG1","protein_coding","12",13083532,13103683
"22401","ENSG00000186364",200035,"NUDT17","protein_coding","1",145845630,145848954
"22402","ENSG00000161243",126433,"FBXO27","protein_coding","19",38990714,39032785
"22403","ENSG00000135926",64114,"TMBIM1","protein_coding","2",218274197,218292586
"22404","ENSG00000131788",10401,"PIAS3","protein_coding","1",145848522,145859836
"22405","ENSG00000255307",255725,"OR52B2","protein_coding","11",6169355,6170326
"22406","ENSG00000175485",120787,"OR52W1","protein_coding","11",6199224,6200186
"22407","ENSG00000125740",2354,"FOSB","protein_coding","19",45467995,45475179
"22408","ENSG00000180878",160298,"C11orf42","protein_coding","11",6205557,6211135
"22409","ENSG00000051009",84067,"FHIP1B","protein_coding","11",6211345,6234711
"22410","ENSG00000139567",94,"ACVRL1","protein_coding","12",51906908,51923361
"22411","ENSG00000108312",7343,"UBTF","protein_coding","17",44205033,44221626
"22412","ENSG00000079387",29843,"SENP1","protein_coding","12",48039784,48106079
"22413","ENSG00000132259",1262,"CNGA4","protein_coding","11",6234765,6244479
"22414","ENSG00000289565",NA,"","protein_coding","1",145917714,145926741
"22415","ENSG00000176920",2524,"FUT2","protein_coding","19",48695971,48705951
"22416","ENSG00000110148",887,"CCKBR","protein_coding","11",6259806,6272127
"22417","ENSG00000265241",9939,"RBM8A","protein_coding","1",145921556,145927678
"22418","ENSG00000167615",114823,"LENG8","protein_coding","19",54449190,54462016
"22419","ENSG00000116489",829,"CAPZA1","protein_coding","1",112619805,112671616
"22420","ENSG00000166313",322,"APBB1","protein_coding","11",6395125,6419414
"22421","ENSG00000152556",5213,"PFKM","protein_coding","12",48105139,48146404
"22422","ENSG00000131864",57663,"USP29","protein_coding","19",57119138,57131926
"22423","ENSG00000155366",389,"RHOC","protein_coding","1",112701127,112707434
"22424","ENSG00000141946",114026,"ZIM3","protein_coding","19",57134096,57145202
"22425","ENSG00000258873",503835,"DUXA","protein_coding","19",57154021,57167485
"22426","ENSG00000083844",9422,"ZNF264","protein_coding","19",57191500,57222846
"22427","ENSG00000105146",6795,"AURKC","protein_coding","19",57231009,57235548
"22428","ENSG00000018280",6556,"SLC11A1","protein_coding","2",218382029,218396894
"22429","ENSG00000204524",390980,"ZNF805","protein_coding","19",57240632,57262728
"22430","ENSG00000197714",10794,"ZNF460","protein_coding","19",57280051,57294069
"22431","ENSG00000178229",125919,"ZNF543","protein_coding","19",57320472,57330770
"22432","ENSG00000271810",NA,"","protein_coding","1",112702614,112711433
"22433","ENSG00000131845",57343,"ZNF304","protein_coding","19",57351271,57359898
"22434","ENSG00000152433",284306,"ZNF547","protein_coding","19",57363477,57379565
"22435","ENSG00000127831",7429,"VIL1","protein_coding","2",218419121,218453295
"22436","ENSG00000184599",284467,"TAFA3","protein_coding","1",112718905,112727235
"22437","ENSG00000256060",10597,"TRAPPC2B","protein_coding","19",57363551,57365405
"22438","ENSG00000268133",NA,"","protein_coding","19",57363566,57398584
"22439","ENSG00000155363",4343,"MOV10","protein_coding","1",112673141,112700756
"22440","ENSG00000188785",147694,"ZNF548","protein_coding","19",57389850,57402992
"22441","ENSG00000160551",57551,"TAOK1","protein_coding","17",29390363,29551903
"22442","ENSG00000269533",NA,"","protein_coding","19",57389884,57419994
"22443","ENSG00000186272",7565,"ZNF17","protein_coding","19",57411161,57421934
"22444","ENSG00000012061",2067,"ERCC1","protein_coding","19",45407334,45478828
"22445","ENSG00000127838",25953,"PNKD","protein_coding","2",218269651,218346793
"22446","ENSG00000054938",25884,"CHRDL2","protein_coding","11",74696429,74731426
"22447","ENSG00000129245",9513,"FXR2","protein_coding","17",7591230,7614897
"22448","ENSG00000158428",375307,"CATIP","protein_coding","2",218356857,218368099
"22449","ENSG00000161533",51,"ACOX1","protein_coding","17",75941507,75979177
"22450","ENSG00000172318",8708,"B3GALT1","protein_coding","2",167293001,167874045
"22451","ENSG00000166435",143570,"XRRA1","protein_coding","11",74807739,74949200
"22452","ENSG00000079805",1785,"DNM2","protein_coding","19",10718055,10833488
"22453","ENSG00000152291",10618,"TGOLN2","protein_coding","2",85318027,85328251
"22454","ENSG00000186407",342510,"CD300E","protein_coding","17",74609885,74623738
"22455","ENSG00000042445",54884,"RETSAT","protein_coding","2",85341955,85354531
"22456","ENSG00000172794",326624,"RAB37","protein_coding","17",74670578,74747335
"22457","ENSG00000120656",6883,"TAF12","protein_coding","1",28587829,28648291
"22458","ENSG00000115459",84173,"ELMOD3","protein_coding","2",85354394,85391752
"22459","ENSG00000197780",6884,"TAF13","protein_coding","1",109062496,109076012
"22460","ENSG00000136628",2058,"EPRS1","protein_coding","1",219968600,220046530
"22461","ENSG00000127616",6597,"SMARCA4","protein_coding","19",10960932,11079426
"22462","ENSG00000159335",5763,"PTMS","protein_coding","12",6765516,6770952
"22463","ENSG00000139546",6895,"TARBP2","protein_coding","12",53500921,53506431
"22464","ENSG00000062282",84649,"DGAT2","protein_coding","11",75759512,75801535
"22465","ENSG00000186074",146722,"CD300LF","protein_coding","17",74694311,74712978
"22466","ENSG00000073711",5523,"PPP2R3A","protein_coding","3",135965728,136147894
"22467","ENSG00000166436",9866,"TRIM66","protein_coding","11",8612037,8682694
"22468","ENSG00000162813",10380,"BPNT1","protein_coding","1",220057482,220090462
"22469","ENSG00000186104",120227,"CYP2R1","protein_coding","11",14877440,14892231
"22470","ENSG00000109062",9368,"NHERF1","protein_coding","17",74748628,74769353
"22471","ENSG00000110680",796,"CALCA","protein_coding","11",14966622,14972354
"22472","ENSG00000109065",26151,"NAT9","protein_coding","17",74770529,74776367
"22473","ENSG00000114054",5096,"PCCB","protein_coding","3",136250340,136337896
"22474","ENSG00000067704",55699,"IARS2","protein_coding","1",220094132,220148041
"22475","ENSG00000110321",1982,"EIF4G2","protein_coding","11",10797050,10808940
"22476","ENSG00000135100",6927,"HNF1A","protein_coding","12",120978543,121002512
"22477","ENSG00000042493",822,"CAPG","protein_coding","2",85394753,85418432
"22478","ENSG00000118873",25782,"RAB3GAP2","protein_coding","1",220148293,220272529
"22479","ENSG00000109066",54868,"TMEM104","protein_coding","17",74776499,74839753
"22480","ENSG00000161509",2905,"GRIN2C","protein_coding","17",74842023,74861504
"22481","ENSG00000126746",171017,"ZNF384","protein_coding","12",6666477,6689572
"22482","ENSG00000177728",9772,"TMEM94","protein_coding","17",75441159,75500452
"22483","ENSG00000168906",4144,"MAT2A","protein_coding","2",85539168,85545281
"22484","ENSG00000118640",8673,"VAMP8","protein_coding","2",85561562,85582031
"22485","ENSG00000237388",403253,"OR4A47","protein_coding","11",48488793,48489722
"22486","ENSG00000168899",10791,"VAMP5","protein_coding","2",85584431,85593406
"22487","ENSG00000168894",51255,"RNF181","protein_coding","2",85595725,85597708
"22488","ENSG00000134954",2113,"ETS1","protein_coding","11",128458761,128587558
"22489","ENSG00000151067",100874369,"CACNA1C","protein_coding","12",1970772,2697950
"22490","ENSG00000151067",775,"CACNA1C","protein_coding","12",1970772,2697950
"22491","ENSG00000168890",129303,"TMEM150A","protein_coding","2",85598547,85603196
"22492","ENSG00000085063",966,"CD59","protein_coding","11",33703010,33736479
"22493","ENSG00000174579",55167,"MSL2","protein_coding","3",136148917,136197241
"22494","ENSG00000168883",10713,"USP39","protein_coding","2",85602856,85649283
"22495","ENSG00000143776",8476,"CDC42BPA","protein_coding","1",226989865,227318492
"22496","ENSG00000187672",26059,"ERC2","protein_coding","3",55508311,56469095
"22497","ENSG00000176681",9884,"LRRC37A","protein_coding","17",46292733,46338077
"22498","ENSG00000163508",8320,"EOMES","protein_coding","3",27715949,27722711
"22499","ENSG00000163817",54716,"SLC6A20","protein_coding","3",45755449,45796574
"22500","ENSG00000133703",3845,"KRAS","protein_coding","12",25205246,25250936
"22501","ENSG00000167244",3481,"IGF2","protein_coding","11",2129112,2158391
"22502","ENSG00000139370",121260,"SLC15A4","protein_coding","12",128793194,128823958
"22503","ENSG00000168887",388969,"C2orf68","protein_coding","2",85605254,85612066
"22504","ENSG00000168878",6439,"SFTPB","protein_coding","2",85657314,85668741
"22505","ENSG00000151948",144423,"GLT1D1","protein_coding","12",128853427,128984968
"22506","ENSG00000284779",NA,"","protein_coding","11",2131395,2149603
"22507","ENSG00000115523",10578,"GNLY","protein_coding","2",85685175,85698852
"22508","ENSG00000150672",1740,"DLG2","protein_coding","11",83455012,85628335
"22509","ENSG00000169507",151258,"SLC38A11","protein_coding","2",164894354,164955525
"22510","ENSG00000111641",4839,"NOP2","protein_coding","12",6556863,6568691
"22511","ENSG00000132196",51478,"HSD17B7","protein_coding","1",162790702,162812823
"22512","ENSG00000152292",284948,"SH2D6","protein_coding","2",85418714,85437029
"22513","ENSG00000127603",23499,"MACF1","protein_coding","1",39081316,39487177
"22514","ENSG00000135930",9470,"EIF4E2","protein_coding","2",232550659,232583644
"22515","ENSG00000131368",64432,"MRPS25","protein_coding","3",15009611,15065339
"22516","ENSG00000173706",57493,"HEG1","protein_coding","3",124965710,125055997
"22517","ENSG00000143942",494143,"CHAC2","protein_coding","2",53767804,53775196
"22518","ENSG00000119737",10936,"GPR75","protein_coding","2",53852912,53859967
"22519","ENSG00000068878",23198,"PSME4","protein_coding","2",53864069,53970993
"22520","ENSG00000283154",100505385,"IQCJ-SCHIP1","protein_coding","3",158962235,159897629
"22521","ENSG00000283154",29970,"IQCJ-SCHIP1","protein_coding","3",158962235,159897629
"22522","ENSG00000163938",26354,"GNL3","protein_coding","3",52681156,52694497
"22523","ENSG00000186136",353164,"TAS2R42","protein_coding","12",11185993,11186937
"22524","ENSG00000197870",5544,"PRB3","protein_coding","12",11265914,11269707
"22525","ENSG00000230657",5545,"PRB4","protein_coding","12",11307077,11310436
"22526","ENSG00000251655",653247,"PRB1","protein_coding","12",11351823,11355591
"22527","ENSG00000251655",5542,"PRB1","protein_coding","12",11351823,11355591
"22528","ENSG00000167566",57701,"NCKAP5L","protein_coding","12",49791146,49828750
"22529","ENSG00000016864",55830,"GLT8D1","protein_coding","3",52694486,52706032
"22530","ENSG00000284797",729966,"CIST1","protein_coding","19",18249950,18255362
"22531","ENSG00000167785",148156,"ZNF558","protein_coding","19",8806170,8832314
"22532","ENSG00000186666",144233,"BCDIN3D","protein_coding","12",49836043,49843106
"22533","ENSG00000135472",23017,"FAIM2","protein_coding","12",49866896,49904217
"22534","ENSG00000068912",27248,"ERLEC1","protein_coding","2",53787009,53833038
"22535","ENSG00000170948",85509,"MBD3L1","protein_coding","19",8832377,8843340
"22536","ENSG00000182446",55666,"NPLOC4","protein_coding","17",81556887,81648465
"22537","ENSG00000181143",94025,"MUC16","protein_coding","19",8848844,9010390
"22538","ENSG00000114902",28972,"SPCS1","protein_coding","3",52704955,52711148
"22539","ENSG00000114904",6787,"NEK4","protein_coding","3",52708444,52770946
"22540","ENSG00000152689",25780,"RASGRP3","protein_coding","2",33436324,33564750
"22541","ENSG00000055957",3697,"ITIH1","protein_coding","3",52777595,52792068
"22542","ENSG00000167580",359,"AQP2","protein_coding","12",49950737,49958878
"22543","ENSG00000110723",23086,"EXPH5","protein_coding","11",108505435,108593768
"22544","ENSG00000161798",362,"AQP5","protein_coding","12",49961872,49965682
"22545","ENSG00000197170",5718,"PSMD12","protein_coding","17",67337916,67366605
"22546","ENSG00000086159",363,"AQP6","protein_coding","12",49967194,49977139
"22547","ENSG00000178202",143888,"POGLUT3","protein_coding","11",108472112,108498405
"22548","ENSG00000161800",29127,"RACGAP1","protein_coding","12",49976923,50033136
"22549","ENSG00000119812",25940,"FAM98A","protein_coding","2",33532744,33599347
"22550","ENSG00000014138",23649,"POLA2","protein_coding","11",65261913,65305959
"22551","ENSG00000067191",782,"CACNB1","protein_coding","17",39173453,39197702
"22552","ENSG00000055955",3700,"ITIH4","protein_coding","3",52812962,52830688
"22553","ENSG00000115486",2677,"GGCX","protein_coding","2",85544720,85561532
"22554","ENSG00000167766",55769,"ZNF83","protein_coding","19",52594060,52690559
"22555","ENSG00000160588",196264,"MPZL3","protein_coding","11",118226690,118252365
"22556","ENSG00000166796",3948,"LDHC","protein_coding","11",18412318,18452063
"22557","ENSG00000244482",79168,"LILRA6","protein_coding","19",54236590,54242790
"22558","ENSG00000238083",474170,"LRRC37A2","protein_coding","17",46511508,46556910
"22559","ENSG00000238083",9884,"LRRC37A2","protein_coding","17",46511508,46556910
"22560","ENSG00000087111",94005,"PIGS","protein_coding","17",28553383,28571794
"22561","ENSG00000243696",NA,"","protein_coding","3",52813282,52835729
"22562","ENSG00000110881",41,"ASIC1","protein_coding","12",50057548,50083611
"22563","ENSG00000272573",389125,"MUSTN1","protein_coding","3",52833114,52835019
"22564","ENSG00000167633",3811,"KIR3DL1","protein_coding","19",54816468,54830778
"22565","ENSG00000248592",100526772,"STIMATE-MUSTN1","protein_coding","3",52833121,52897562
"22566","ENSG00000213533",375346,"STIMATE","protein_coding","3",52836219,52897548
"22567","ENSG00000185860",339512,"CCDC190","protein_coding","1",162824458,162868761
"22568","ENSG00000117461",8503,"PIK3R3","protein_coding","1",46040140,46133036
"22569","ENSG00000162267",3699,"ITIH3","protein_coding","3",52794768,52808799
"22570","ENSG00000134333",3939,"LDHA","protein_coding","11",18394560,18408425
"22571","ENSG00000119771",114818,"KLHL29","protein_coding","2",23385179,23708611
"22572","ENSG00000278139",110117499,"P3R3URF-PIK3R3","protein_coding","1",46043661,46176488
